86, 16408, 152, 4060, 109, 336, 7
87, 16372, 208, 4108, 109, 264, 11
88, 16388, 124, 4056, 56, 286, -12
89, 16356, 144, 4036, 92, 280, 41
90, 16400, 144, 4076, 83, 275, 24
91, 16380, 116, 4008, 57, 294, -5
92, 16376, 128, 4024, 78, 293, 24
93, 16444, 168, 4140, 70, 289, 2
94, 16412, 212, 4052, 91, 293, 36
95, 16380, 144, 4152, 81, 331, 19
96, 16336, 120, 4244, 95, 248, 14
97, 16400, 204, 4104, 65, 287, 21
98, 16400, 192, 4212, 82, 341, 7
99, 16404, 184, 4044, 89, 254, -38
100, 16328, 180, 4188, 44, 339, 19
101, 15864, 376, 3076, -10540, -5813, -1928
102, 15168, 2084, -7560, -1962, -7655, 1678
103, 13396, -1584, -10508, 4667, -11388, 910
104, 4884, -5164, -16048, 1878, -3714, -6280
105, -3672, -5000, -22768, 8575, 2574, -5863
106, 884, -8752, -20504, -7329, 10829, -1226
107, -752, -15084, -11416, 10330, -12551, -1300
108, -11400, -9720, -11348, -294, -4799, 3305
109, -10916, -10256, -608, 6790, -6976, -5308
110, -14984, -7336, -1488, 1467, -10018, 2328
111, -12172, -3364, 12356, 6420, -13475, -1685
112, -2280, -684, 16696, -901, -6007, -4647
113, 128, -3620, 16436, -2634, 578, -1333
114, -1040, -2592, 18256, 6786, 4490, -2975
115, 212, 14620, 7280, -32028, 8389, 3336
116, 1464, 15948, -748, 1542, -1203, -2477
117, -972, 12064, -8680, 13064, -3173, -1446
118, -2936, 6508, -15988, 7722, -200, -5945
119, -1000, -792, -15340, 6315, 782, -5933
120, 1492, -15868, -2860, 7445, 1713, 611
121, 1116, -17644, 800, -13941, -6120, -797
122, -7660, -5300, -13500, -12176, -7248, 6369
123, -14704, -1452, -7200, 560, -5625, -821
124, -14384, -2180, 3128, 3943, -10521, 4428
125, -10112, -4104, 13564, -2063, -9433, -5466
126, -1444, -15588, 8280, -10046, 6261, -2347
127, 1100, -14980, 8004, 2150, 14269, -11197
128, 5328, -11724, 12684, 1619, 6520, -5950
129, 5164, -5928, 14164, 6478, 5636, -5128
130, 3408, -1112, 17292, 3260, 4553, -972
131, 2360, 1868, 16800, 3428, 560, 578
132, 5764, -256, 17184, -937, -5267, -1420
133, 8892, -6328, 13640, -7707, -4078, 1668
134, 9644, -11248, 7948, -4358, -4072, 2960
135, 7044, -14668, -2432, -5860, -1868, 3070
136, 2452, -9088, -12232, -8269, -3547, 901
137, -1744, -1440, -14964, -12673, -3933, 1943
138, -6724, 9004, -10256, -17458, -7334, 592
139, -6076, 14304, 6252, -17594, -7201, 3316
140, 2256, 6928, 15252, -20209, -3696, 7585
141, 12616, 3992, 11332, -2165, -6644, 4641
142, 15968, 220, 6016, -2346, -4566, 5105
143, 12288, -9180, 4928, 1064, 3789, 7936
144, 3628, -14824, 9772, 9166, 3864, 10159
145, -7036, -6500, 14712, -699, -2725, 5506
146, -11988, 352, 11792, 4003, 1384, 7573
147, -8540, 10924, 9652, 32767, -18207, -15157
148, -14500, 5904, -700, 32767, -1960, -21619
149, -6528, -15960, 3264, 24175, 16865, -23244
150, 3628, -15588, -2992, 8752, -495, -1809
151, 6632, -9640, 10808, 5307, -224, 3552
152, 6280, -10084, 14188, 854, 3600, -507
153, 5464, -13248, 7948, -30227, 5239, -10265
154, 10324, -12940, -1216, 363, 227, 13
155, 11028, -12128, -2384, -708, 386, -369
156, 11228, -11740, -3072, -559, 423, -190
157, 11352, -11472, -3396, -262, 314, -58
158, 11456, -11304, -3516, -202, 342, -37
159, 11492, -11300, -3628, 6, 302, 17
